NAME	TITLE	SCORE	
Mctp1		26.01215	
Gng13		24.75309	
Avil		23.576138	
Espn		22.473112	
Bmx		22.267778	
Ltc4s		22.227217	
Fyb1		22.164507	
Irag2		22.160435	
Pou2af2		21.941565	
Atp2a3		21.920452	
Ivns1abp		21.564312	
Trpm5		21.447094	
Ptpn6		21.181782	
Cyfip1		20.707592	
Atp1a2		20.59061	
Lima1		19.58226	
Ptpn18		19.47066	
Rgs13		19.235321	
Vav1		18.93705	
Pik3r5		18.469301	
Plcb2		18.33548	
Abhd2		18.27249	
Tmem245		18.254255	
Ly6g6f		17.628431	
Ehf		17.3164	
Stk38		17.171139	
Hpgds		17.047178	
Reep5		16.980322	
Cap1		16.85079	
Myo1b		16.84939	
Pou2f3		16.629671	
Inpp5d		16.460297	
Plk2		16.432997	
Eya1		16.387413	
Alox5		16.240236	
Anxa4		16.061262	
Aldh2		15.947516	
Bpgm		15.764516	
Alox5ap		15.582598	
Scand1		15.378095	
Rgs2		15.373046	
Cdh2		15.264018	
Camk2d		15.257964	
Sh2d6		15.204722	
Cd47		15.197615	
Calm2		15.093672	
Pea15a		14.781328	
Arhgap4		14.724904	
Il10		14.706554	
Rassf6		14.652239	
Ptgs1		14.510942	
Gnb3		14.448885	
Chdh		14.385777	
Hepacam2		14.261526	
Zfhx3		14.183804	
Sh2d7		13.914496	
Clmn		13.872998	
Adgrg6		13.782448	
Pygl		13.684206	
Kirrel3		13.625695	
Plac8		13.489338	
Nlk		13.377206	
Cyria		13.353106	
Dclk1		13.322916	
Ppp3ca		13.245756	
Pik3cg		13.1990385	
Ethe1		13.131491	
Hipk1		13.111326	
Txndc16		13.100527	
Ero1b		13.02202	
Chi3l1		12.965926	
Skap2		12.905543	
Prox1		12.8933	
Strbp		12.8793955	
Kdm4a		12.872921	
Cd24a		12.81135	
Bcl2l14		12.774449	
Plcg2		12.6285305	
Ccdc28b		12.588916	
Aldh3a2		12.519299	
Il17rb		12.516123	
Slitrk6		12.483882	
Camk2n1		12.457081	
Sh3bgrl		12.360817	
Hck		12.3349905	
Mbnl1		12.248803	
Rnasel		12.2332535	
Strip2		12.215185	
