NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_PROTEIN_SECRETION	HALLMARK_PROTEIN_SECRETION	Details ...	94	0.5954712	1.5321728	0.0	0.0279551	0.03	5668	tags=65%, list=29%, signal=90%	
HALLMARK_HEME_METABOLISM	HALLMARK_HEME_METABOLISM	Details ...	187	0.5703096	1.5030482	0.0	0.021691829	0.047	4665	tags=45%, list=23%, signal=59%	
HALLMARK_OXIDATIVE_PHOSPHORYLATION	HALLMARK_OXIDATIVE_PHOSPHORYLATION	Details ...	193	0.56108034	1.4930507	0.0	0.016861217	0.055	6239	tags=65%, list=31%, signal=93%	
HALLMARK_MITOTIC_SPINDLE	HALLMARK_MITOTIC_SPINDLE	Details ...	199	0.51667833	1.3722332	0.0	0.08521601	0.329	4221	tags=42%, list=21%, signal=52%	
HALLMARK_ADIPOGENESIS	HALLMARK_ADIPOGENESIS	Details ...	199	0.5100161	1.3533306	0.0	0.09132377	0.411	5689	tags=48%, list=29%, signal=67%	
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	Details ...	48	0.5312406	1.3490462	0.035496958	0.08047158	0.43	3523	tags=40%, list=18%, signal=48%	
HALLMARK_PI3K_AKT_MTOR_SIGNALING	HALLMARK_PI3K_AKT_MTOR_SIGNALING	Details ...	105	0.5096957	1.335938	0.003	0.08060242	0.482	6072	tags=53%, list=31%, signal=76%	
HALLMARK_UV_RESPONSE_DN	HALLMARK_UV_RESPONSE_DN	Details ...	144	0.49092877	1.2900765	0.009	0.13763167	0.712	2992	tags=26%, list=15%, signal=31%	
HALLMARK_ANDROGEN_RESPONSE	HALLMARK_ANDROGEN_RESPONSE	Details ...	95	0.491317	1.2709657	0.047	0.16029488	0.796	5161	tags=42%, list=26%, signal=57%	
HALLMARK_TGF_BETA_SIGNALING	HALLMARK_TGF_BETA_SIGNALING	Details ...	53	0.5049661	1.26761	0.103134476	0.15193754	0.814	2600	tags=30%, list=13%, signal=35%	
HALLMARK_FATTY_ACID_METABOLISM	HALLMARK_FATTY_ACID_METABOLISM	Details ...	152	0.47622687	1.2621039	0.022022022	0.14847448	0.838	4359	tags=34%, list=22%, signal=43%	
HALLMARK_ESTROGEN_RESPONSE_EARLY	HALLMARK_ESTROGEN_RESPONSE_EARLY	Details ...	197	0.47158858	1.2529638	0.015	0.15169585	0.863	3859	tags=27%, list=19%, signal=33%	
HALLMARK_HEDGEHOG_SIGNALING	HALLMARK_HEDGEHOG_SIGNALING	Details ...	36	0.51363486	1.2519008	0.14167528	0.1419739	0.869	1639	tags=19%, list=8%, signal=21%	
HALLMARK_APOPTOSIS	HALLMARK_APOPTOSIS	Details ...	160	0.46866524	1.2489603	0.022	0.13700613	0.877	3311	tags=29%, list=17%, signal=34%	
HALLMARK_APICAL_JUNCTION	HALLMARK_APICAL_JUNCTION	Details ...	199	0.45640123	1.2098765	0.031	0.2130058	0.971	3575	tags=26%, list=18%, signal=32%	
HALLMARK_DNA_REPAIR	HALLMARK_DNA_REPAIR	Details ...	148	0.45047653	1.1809082	0.078	0.28712	0.995	5220	tags=42%, list=26%, signal=56%	
HALLMARK_ESTROGEN_RESPONSE_LATE	HALLMARK_ESTROGEN_RESPONSE_LATE	Details ...	194	0.44443363	1.1792153	0.05	0.2758145	0.996	4667	tags=29%, list=23%, signal=38%	
HALLMARK_PEROXISOME	HALLMARK_PEROXISOME	Details ...	102	0.42663032	1.1146804	0.244	0.53310573	1.0	4717	tags=36%, list=24%, signal=47%	
HALLMARK_NOTCH_SIGNALING	HALLMARK_NOTCH_SIGNALING	Details ...	32	0.46230903	1.1138093	0.32180294	0.50937855	1.0	2874	tags=19%, list=14%, signal=22%	
HALLMARK_GLYCOLYSIS	HALLMARK_GLYCOLYSIS	Details ...	200	0.4157406	1.1070026	0.202	0.51666695	1.0	3928	tags=28%, list=20%, signal=34%	
HALLMARK_P53_PATHWAY	HALLMARK_P53_PATHWAY		198	0.40510505	1.0829417	0.256	0.61590743	1.0	4850	tags=32%, list=24%, signal=42%	
HALLMARK_UV_RESPONSE_UP	HALLMARK_UV_RESPONSE_UP		156	0.4094485	1.0802611	0.273	0.602037	1.0	6301	tags=45%, list=32%, signal=65%	
HALLMARK_XENOBIOTIC_METABOLISM	HALLMARK_XENOBIOTIC_METABOLISM		195	0.39420953	1.0498884	0.353	0.72785056	1.0	3183	tags=19%, list=16%, signal=23%	
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	HALLMARK_UNFOLDED_PROTEIN_RESPONSE		110	0.39524645	1.032427	0.424	0.7871874	1.0	5343	tags=37%, list=27%, signal=51%	
HALLMARK_KRAS_SIGNALING_UP	HALLMARK_KRAS_SIGNALING_UP		198	0.38776582	1.028982	0.396	0.77318716	1.0	3664	tags=20%, list=18%, signal=25%	
HALLMARK_IL2_STAT5_SIGNALING	HALLMARK_IL2_STAT5_SIGNALING		199	0.38433158	1.02522	0.432	0.76337737	1.0	2109	tags=15%, list=11%, signal=16%	
HALLMARK_BILE_ACID_METABOLISM	HALLMARK_BILE_ACID_METABOLISM		111	0.38922697	1.015558	0.483	0.7837545	1.0	5894	tags=38%, list=30%, signal=53%	
HALLMARK_HYPOXIA	HALLMARK_HYPOXIA		198	0.3804418	1.013661	0.473	0.76464534	1.0	3801	tags=25%, list=19%, signal=30%	
HALLMARK_INTERFERON_ALPHA_RESPONSE	HALLMARK_INTERFERON_ALPHA_RESPONSE		93	0.3863953	1.0107353	0.4864865	0.7507369	1.0	2836	tags=25%, list=14%, signal=29%	
HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_TNFA_SIGNALING_VIA_NFKB		196	0.37262014	0.98641044	0.545	0.82692724	1.0	3110	tags=22%, list=16%, signal=26%	
HALLMARK_COMPLEMENT	HALLMARK_COMPLEMENT		185	0.36180568	0.9635762	0.631	0.892292	1.0	5064	tags=25%, list=25%, signal=34%	
HALLMARK_CHOLESTEROL_HOMEOSTASIS	HALLMARK_CHOLESTEROL_HOMEOSTASIS		71	0.36956802	0.9530063	0.640121	0.90552366	1.0	3949	tags=27%, list=20%, signal=33%	
HALLMARK_MYOGENESIS	HALLMARK_MYOGENESIS		199	0.35317415	0.93592	0.709	0.9352354	1.0	2015	tags=14%, list=10%, signal=15%	
HALLMARK_WNT_BETA_CATENIN_SIGNALING	HALLMARK_WNT_BETA_CATENIN_SIGNALING		42	0.3788006	0.9351374	0.62906504	0.9100655	1.0	6858	tags=45%, list=35%, signal=69%	
HALLMARK_G2M_CHECKPOINT	HALLMARK_G2M_CHECKPOINT		195	0.3535829	0.934863	0.727	0.8850963	1.0	5076	tags=35%, list=26%, signal=46%	
HALLMARK_MTORC1_SIGNALING	HALLMARK_MTORC1_SIGNALING		196	0.3526317	0.9346086	0.704	0.8612862	1.0	5932	tags=37%, list=30%, signal=52%	
HALLMARK_PANCREAS_BETA_CELLS	HALLMARK_PANCREAS_BETA_CELLS		39	0.37608144	0.913282	0.65679264	0.89704806	1.0	2106	tags=10%, list=11%, signal=11%	
HALLMARK_ALLOGRAFT_REJECTION	HALLMARK_ALLOGRAFT_REJECTION		190	0.32856497	0.8733796	0.86	0.9642856	1.0	4289	tags=22%, list=22%, signal=27%	
HALLMARK_MYC_TARGETS_V1	HALLMARK_MYC_TARGETS_V1		192	0.32239246	0.85688394	0.877	0.9701994	1.0	6309	tags=39%, list=32%, signal=56%	
HALLMARK_IL6_JAK_STAT3_SIGNALING	HALLMARK_IL6_JAK_STAT3_SIGNALING		85	0.331295	0.8566543	0.8094283	0.9463967	1.0	4250	tags=26%, list=21%, signal=33%	
HALLMARK_APICAL_SURFACE	HALLMARK_APICAL_SURFACE		44	0.33249745	0.8231271	0.80366224	0.9724969	1.0	3608	tags=18%, list=18%, signal=22%	
HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE		187	0.3052266	0.8066404	0.939	0.9685839	1.0	3150	tags=20%, list=16%, signal=24%	
HALLMARK_KRAS_SIGNALING_DN	HALLMARK_KRAS_SIGNALING_DN		193	0.2880103	0.76309186	0.980981	0.9833301	1.0	3406	tags=15%, list=17%, signal=17%	
HALLMARK_SPERMATOGENESIS	HALLMARK_SPERMATOGENESIS		130	0.26943383	0.70543087	0.973	0.9896182	1.0	3807	tags=15%, list=19%, signal=18%	
HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE		197	0.2564952	0.68151814	0.994	0.97443795	1.0	2196	tags=11%, list=11%, signal=12%	
