NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	Details ...	197	-0.55301666	-2.5494263	0.0	0.0	0.0	3077	tags=45%, list=15%, signal=52%	
HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_TNFA_SIGNALING_VIA_NFKB	Details ...	196	-0.5464822	-2.5468	0.0	0.0	0.0	2974	tags=44%, list=15%, signal=52%	
HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	Details ...	187	-0.50597775	-2.3377118	0.0	0.0	0.0	3117	tags=42%, list=16%, signal=50%	
HALLMARK_COMPLEMENT	HALLMARK_COMPLEMENT	Details ...	185	-0.47904864	-2.199987	0.0	0.0	0.0	2682	tags=38%, list=13%, signal=44%	
HALLMARK_IL2_STAT5_SIGNALING	HALLMARK_IL2_STAT5_SIGNALING	Details ...	199	-0.45036307	-2.1086087	0.0	4.833333E-4	0.001	3491	tags=40%, list=18%, signal=48%	
HALLMARK_INTERFERON_ALPHA_RESPONSE	HALLMARK_INTERFERON_ALPHA_RESPONSE	Details ...	93	-0.48791352	-2.0361319	0.0	4.0277775E-4	0.001	3117	tags=39%, list=16%, signal=46%	
HALLMARK_KRAS_SIGNALING_UP	HALLMARK_KRAS_SIGNALING_UP	Details ...	198	-0.43294406	-2.032822	0.0	3.452381E-4	0.001	4661	tags=49%, list=23%, signal=63%	
HALLMARK_COAGULATION	HALLMARK_COAGULATION	Details ...	133	-0.45244506	-1.9952993	0.0	3.0208332E-4	0.001	4210	tags=48%, list=21%, signal=61%	
HALLMARK_ALLOGRAFT_REJECTION	HALLMARK_ALLOGRAFT_REJECTION	Details ...	190	-0.42779803	-1.9950761	0.0	2.6851852E-4	0.001	3105	tags=42%, list=16%, signal=49%	
HALLMARK_APICAL_SURFACE	HALLMARK_APICAL_SURFACE	Details ...	44	-0.5509611	-1.9799675	0.0	2.4166665E-4	0.001	3614	tags=43%, list=18%, signal=53%	
HALLMARK_APOPTOSIS	HALLMARK_APOPTOSIS	Details ...	160	-0.41316584	-1.855883	0.0	4.224942E-4	0.002	1839	tags=28%, list=9%, signal=31%	
HALLMARK_XENOBIOTIC_METABOLISM	HALLMARK_XENOBIOTIC_METABOLISM	Details ...	195	-0.39346746	-1.8119761	0.0	5.7318376E-4	0.003	3502	tags=37%, list=18%, signal=45%	
HALLMARK_IL6_JAK_STAT3_SIGNALING	HALLMARK_IL6_JAK_STAT3_SIGNALING	Details ...	85	-0.41982874	-1.7403506	0.003267974	0.0017584391	0.01	2690	tags=33%, list=14%, signal=38%	
HALLMARK_P53_PATHWAY	HALLMARK_P53_PATHWAY	Details ...	198	-0.356752	-1.6779081	0.0	0.0031665806	0.02	2627	tags=31%, list=13%, signal=36%	
HALLMARK_KRAS_SIGNALING_DN	HALLMARK_KRAS_SIGNALING_DN	Details ...	193	-0.3527842	-1.6433393	0.0044247787	0.0045413957	0.032	5091	tags=40%, list=26%, signal=54%	
HALLMARK_CHOLESTEROL_HOMEOSTASIS	HALLMARK_CHOLESTEROL_HOMEOSTASIS	Details ...	71	-0.40325987	-1.6023842	0.0114613185	0.0063662096	0.048	1826	tags=30%, list=9%, signal=32%	
HALLMARK_ESTROGEN_RESPONSE_EARLY	HALLMARK_ESTROGEN_RESPONSE_EARLY	Details ...	197	-0.32629544	-1.5318435	0.0	0.011870625	0.095	2182	tags=25%, list=11%, signal=28%	
HALLMARK_ANDROGEN_RESPONSE	HALLMARK_ANDROGEN_RESPONSE	Details ...	95	-0.32853988	-1.3788705	0.01618123	0.040186286	0.294	1218	tags=20%, list=6%, signal=21%	
HALLMARK_ANGIOGENESIS	HALLMARK_ANGIOGENESIS	Details ...	36	-0.36454657	-1.2664579	0.12531969	0.10048125	0.622	2373	tags=28%, list=12%, signal=31%	
HALLMARK_BILE_ACID_METABOLISM	HALLMARK_BILE_ACID_METABOLISM	Details ...	111	-0.28823382	-1.2381097	0.07986111	0.11779416	0.695	4320	tags=35%, list=22%, signal=45%	
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY		48	-0.3356364	-1.2366997	0.14213198	0.11288665	0.698	693	tags=21%, list=3%, signal=22%	
HALLMARK_ESTROGEN_RESPONSE_LATE	HALLMARK_ESTROGEN_RESPONSE_LATE		194	-0.26113394	-1.2111179	0.08796296	0.13279228	0.776	4179	tags=36%, list=21%, signal=45%	
HALLMARK_PANCREAS_BETA_CELLS	HALLMARK_PANCREAS_BETA_CELLS		39	-0.331256	-1.1840127	0.20054945	0.16217014	0.85	4157	tags=46%, list=21%, signal=58%	
HALLMARK_HYPOXIA	HALLMARK_HYPOXIA		198	-0.23991232	-1.1142119	0.20164609	0.2583514	0.963	3702	tags=30%, list=19%, signal=36%	
HALLMARK_UV_RESPONSE_DN	HALLMARK_UV_RESPONSE_DN		144	-0.24708141	-1.1089439	0.20784314	0.2572462	0.971	3710	tags=31%, list=19%, signal=37%	
HALLMARK_HEME_METABOLISM	HALLMARK_HEME_METABOLISM		187	-0.22986381	-1.0919359	0.20614035	0.28030533	0.982	3769	tags=28%, list=19%, signal=35%	
HALLMARK_NOTCH_SIGNALING	HALLMARK_NOTCH_SIGNALING		32	-0.2878364	-0.95632887	0.5089058	0.6151377	1.0	3300	tags=34%, list=17%, signal=41%	
HALLMARK_HEDGEHOG_SIGNALING	HALLMARK_HEDGEHOG_SIGNALING		36	-0.27021304	-0.94354033	0.5386534	0.6288183	1.0	2456	tags=22%, list=12%, signal=25%	
HALLMARK_SPERMATOGENESIS	HALLMARK_SPERMATOGENESIS		130	-0.17778175	-0.7934769	0.9316547	0.91934294	1.0	3321	tags=20%, list=17%, signal=24%	
