NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_INTERFERON_ALPHA_RESPONSE	HALLMARK_INTERFERON_ALPHA_RESPONSE	Details ...	93	0.6798469	2.7444868	0.0	0.0	0.0	1515	tags=49%, list=8%, signal=53%	
HALLMARK_MYC_TARGETS_V1	HALLMARK_MYC_TARGETS_V1	Details ...	192	0.61206514	2.7137418	0.0	0.0	0.0	2779	tags=48%, list=14%, signal=56%	
HALLMARK_P53_PATHWAY	HALLMARK_P53_PATHWAY	Details ...	198	0.5987635	2.6900434	0.0	0.0	0.0	1636	tags=30%, list=8%, signal=32%	
HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	Details ...	187	0.51260626	2.2920778	0.0	0.0	0.0	1840	tags=35%, list=9%, signal=38%	
HALLMARK_TGF_BETA_SIGNALING	HALLMARK_TGF_BETA_SIGNALING	Details ...	53	0.5878268	2.1050217	0.0	0.0	0.0	2849	tags=43%, list=14%, signal=51%	
HALLMARK_HYPOXIA	HALLMARK_HYPOXIA	Details ...	198	0.4693249	2.1013608	0.0	0.0	0.0	2317	tags=32%, list=12%, signal=36%	
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	Details ...	193	0.4643762	2.0785854	0.0	0.0	0.0	1813	tags=26%, list=9%, signal=28%	
HALLMARK_MYC_TARGETS_V2	HALLMARK_MYC_TARGETS_V2	Details ...	58	0.5470814	2.0237792	0.0	0.0	0.0	2441	tags=43%, list=12%, signal=49%	
HALLMARK_APICAL_JUNCTION	HALLMARK_APICAL_JUNCTION	Details ...	199	0.4477283	2.0108085	0.0	0.0	0.0	2048	tags=23%, list=10%, signal=26%	
HALLMARK_APOPTOSIS	HALLMARK_APOPTOSIS	Details ...	160	0.45099068	1.9770541	0.0	0.0	0.0	2016	tags=24%, list=10%, signal=27%	
HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_TNFA_SIGNALING_VIA_NFKB	Details ...	196	0.4380728	1.9438673	0.0	0.0	0.0	1813	tags=31%, list=9%, signal=33%	
HALLMARK_CHOLESTEROL_HOMEOSTASIS	HALLMARK_CHOLESTEROL_HOMEOSTASIS	Details ...	71	0.49547344	1.9245363	0.0	1.3141027E-4	0.001	524	tags=15%, list=3%, signal=16%	
