NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_MYC_TARGETS_V1	HALLMARK_MYC_TARGETS_V1	Details ...	192	-0.6292001	-2.6431525	0.0	0.0	0.0	3231	tags=50%, list=16%, signal=59%	
HALLMARK_E2F_TARGETS	HALLMARK_E2F_TARGETS	Details ...	199	-0.5300285	-2.232902	0.0	0.0	0.0	4761	tags=56%, list=24%, signal=73%	
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	Details ...	193	-0.49999136	-2.11238	0.0	2.7536234E-4	0.001	2966	tags=46%, list=15%, signal=54%	
HALLMARK_MYC_TARGETS_V2	HALLMARK_MYC_TARGETS_V2	Details ...	58	-0.59735775	-2.0747135	0.0	2.0652176E-4	0.001	4441	tags=60%, list=22%, signal=77%	
HALLMARK_ALLOGRAFT_REJECTION	HALLMARK_ALLOGRAFT_REJECTION	Details ...	190	-0.4822453	-2.0367017	0.0	1.652174E-4	0.001	3300	tags=38%, list=17%, signal=45%	
HALLMARK_G2M_CHECKPOINT	HALLMARK_G2M_CHECKPOINT	Details ...	195	-0.44293967	-1.8709037	0.0	2.5947604E-4	0.002	4761	tags=50%, list=24%, signal=65%	
HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	Details ...	187	-0.39730132	-1.6720338	0.0	0.004042697	0.034	1854	tags=26%, list=9%, signal=29%	
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	Details ...	110	-0.3251664	-1.2819315	0.06680585	0.15106869	0.785	2668	tags=27%, list=13%, signal=31%	
HALLMARK_DNA_REPAIR	HALLMARK_DNA_REPAIR	Details ...	148	-0.311951	-1.2726412	0.0472973	0.14638251	0.815	3175	tags=24%, list=16%, signal=29%	
HALLMARK_MYOGENESIS	HALLMARK_MYOGENESIS	Details ...	199	-0.30118677	-1.2644409	0.052873563	0.14025937	0.835	3414	tags=33%, list=17%, signal=40%	
HALLMARK_IL6_JAK_STAT3_SIGNALING	HALLMARK_IL6_JAK_STAT3_SIGNALING	Details ...	85	-0.33439222	-1.2620133	0.10638298	0.12957233	0.837	2573	tags=27%, list=13%, signal=31%	
HALLMARK_APICAL_JUNCTION	HALLMARK_APICAL_JUNCTION	Details ...	199	-0.2945897	-1.2558242	0.062084258	0.124716975	0.859	2834	tags=28%, list=14%, signal=32%	
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	Details ...	48	-0.3704378	-1.2481532	0.14836223	0.12098245	0.873	1452	tags=19%, list=7%, signal=20%	
HALLMARK_OXIDATIVE_PHOSPHORYLATION	HALLMARK_OXIDATIVE_PHOSPHORYLATION	Details ...	193	-0.28236058	-1.1786821	0.12527964	0.19186798	0.969	3888	tags=32%, list=20%, signal=40%	
HALLMARK_SPERMATOGENESIS	HALLMARK_SPERMATOGENESIS	Details ...	130	-0.28746343	-1.158756	0.15754923	0.20816901	0.982	4241	tags=32%, list=21%, signal=40%	
HALLMARK_PANCREAS_BETA_CELLS	HALLMARK_PANCREAS_BETA_CELLS	Details ...	39	-0.34430066	-1.120942	0.26680672	0.25779355	0.994	2799	tags=23%, list=14%, signal=27%	
HALLMARK_ANGIOGENESIS	HALLMARK_ANGIOGENESIS	Details ...	36	-0.34920084	-1.1170373	0.27992278	0.2483669	0.994	3548	tags=44%, list=18%, signal=54%	
HALLMARK_HEDGEHOG_SIGNALING	HALLMARK_HEDGEHOG_SIGNALING	Details ...	36	-0.34323114	-1.0857787	0.31349206	0.2865179	0.999	2463	tags=31%, list=12%, signal=35%	
HALLMARK_WNT_BETA_CATENIN_SIGNALING	HALLMARK_WNT_BETA_CATENIN_SIGNALING	Details ...	42	-0.30143383	-0.9938832	0.4876033	0.4645003	1.0	3151	tags=29%, list=16%, signal=34%	
