NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_P53_PATHWAY	HALLMARK_P53_PATHWAY	Details ...	198	0.5487284	2.2557836	0.0	0.0	0.0	1376	tags=30%, list=7%, signal=32%	
HALLMARK_ESTROGEN_RESPONSE_EARLY	HALLMARK_ESTROGEN_RESPONSE_EARLY	Details ...	197	0.52796036	2.1708462	0.0	0.0	0.0	2841	tags=39%, list=14%, signal=45%	
HALLMARK_ESTROGEN_RESPONSE_LATE	HALLMARK_ESTROGEN_RESPONSE_LATE	Details ...	194	0.5023729	2.0625455	0.0	0.0	0.0	1385	tags=27%, list=7%, signal=29%	
HALLMARK_PROTEIN_SECRETION	HALLMARK_PROTEIN_SECRETION	Details ...	94	0.5609492	2.049278	0.0	0.0	0.0	3738	tags=50%, list=19%, signal=61%	
HALLMARK_APOPTOSIS	HALLMARK_APOPTOSIS	Details ...	160	0.4935259	1.9773967	0.0	0.0	0.0	2098	tags=29%, list=11%, signal=33%	
HALLMARK_CHOLESTEROL_HOMEOSTASIS	HALLMARK_CHOLESTEROL_HOMEOSTASIS	Details ...	71	0.5298598	1.9036397	0.0	0.0	0.0	1835	tags=31%, list=9%, signal=34%	
HALLMARK_HEME_METABOLISM	HALLMARK_HEME_METABOLISM	Details ...	187	0.432735	1.7429012	0.0	0.0031480864	0.019	2217	tags=28%, list=11%, signal=32%	
HALLMARK_TGF_BETA_SIGNALING	HALLMARK_TGF_BETA_SIGNALING	Details ...	53	0.5226326	1.7325908	0.0019569471	0.0030036827	0.021	3277	tags=51%, list=16%, signal=61%	
HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_TNFA_SIGNALING_VIA_NFKB	Details ...	196	0.42391297	1.7203679	0.0	0.0033031318	0.026	1747	tags=32%, list=9%, signal=34%	
HALLMARK_HYPOXIA	HALLMARK_HYPOXIA	Details ...	198	0.41316217	1.6933048	0.0	0.004378181	0.037	2297	tags=26%, list=12%, signal=29%	
HALLMARK_ANDROGEN_RESPONSE	HALLMARK_ANDROGEN_RESPONSE	Details ...	95	0.4554022	1.6766819	0.0	0.004525368	0.042	2790	tags=40%, list=14%, signal=46%	
HALLMARK_XENOBIOTIC_METABOLISM	HALLMARK_XENOBIOTIC_METABOLISM	Details ...	195	0.39597484	1.6149565	0.0	0.0073803905	0.073	2069	tags=25%, list=10%, signal=28%	
HALLMARK_GLYCOLYSIS	HALLMARK_GLYCOLYSIS	Details ...	200	0.39495575	1.6137674	0.0	0.0068126684	0.073	2288	tags=25%, list=12%, signal=27%	
HALLMARK_COAGULATION	HALLMARK_COAGULATION	Details ...	133	0.3986512	1.5634322	0.0	0.010918676	0.123	1835	tags=20%, list=9%, signal=22%	
HALLMARK_COMPLEMENT	HALLMARK_COMPLEMENT	Details ...	185	0.36373067	1.4828324	0.0074626864	0.024469437	0.271	1869	tags=22%, list=9%, signal=24%	
HALLMARK_NOTCH_SIGNALING	HALLMARK_NOTCH_SIGNALING	Details ...	32	0.48766077	1.4780914	0.044624746	0.02397457	0.283	2931	tags=38%, list=15%, signal=44%	
HALLMARK_UV_RESPONSE_DN	HALLMARK_UV_RESPONSE_DN	Details ...	144	0.36886057	1.4527998	0.011049724	0.028886365	0.345	2341	tags=28%, list=12%, signal=32%	
HALLMARK_BILE_ACID_METABOLISM	HALLMARK_BILE_ACID_METABOLISM	Details ...	111	0.37345523	1.416447	0.032015067	0.039283104	0.455	2201	tags=20%, list=11%, signal=22%	
HALLMARK_PEROXISOME	HALLMARK_PEROXISOME	Details ...	102	0.3821708	1.4115957	0.035984848	0.03874928	0.469	2768	tags=25%, list=14%, signal=29%	
HALLMARK_APICAL_SURFACE	HALLMARK_APICAL_SURFACE	Details ...	44	0.44135284	1.4067688	0.053465348	0.03843571	0.482	2749	tags=32%, list=14%, signal=37%	
HALLMARK_PI3K_AKT_MTOR_SIGNALING	HALLMARK_PI3K_AKT_MTOR_SIGNALING		105	0.36470667	1.3960532	0.011583012	0.039934043	0.521	3450	tags=39%, list=17%, signal=47%	
HALLMARK_MTORC1_SIGNALING	HALLMARK_MTORC1_SIGNALING		196	0.33673248	1.369812	0.025547445	0.048965074	0.606	1887	tags=21%, list=9%, signal=23%	
HALLMARK_MITOTIC_SPINDLE	HALLMARK_MITOTIC_SPINDLE		199	0.32694	1.3463991	0.024734983	0.05667826	0.672	3011	tags=29%, list=15%, signal=33%	
HALLMARK_UV_RESPONSE_UP	HALLMARK_UV_RESPONSE_UP		156	0.33701146	1.3441106	0.032608695	0.05523159	0.68	2076	tags=19%, list=10%, signal=21%	
HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE		197	0.32507753	1.337012	0.030852994	0.056102943	0.7	1937	tags=22%, list=10%, signal=25%	
HALLMARK_ADIPOGENESIS	HALLMARK_ADIPOGENESIS		199	0.31840172	1.3107144	0.028368793	0.069162264	0.787	2365	tags=24%, list=12%, signal=27%	
HALLMARK_FATTY_ACID_METABOLISM	HALLMARK_FATTY_ACID_METABOLISM		152	0.3246924	1.2838495	0.055452865	0.082949944	0.854	2041	tags=20%, list=10%, signal=22%	
HALLMARK_KRAS_SIGNALING_DN	HALLMARK_KRAS_SIGNALING_DN		193	0.3149639	1.2734885	0.056466304	0.08572392	0.875	2397	tags=18%, list=12%, signal=20%	
HALLMARK_IL2_STAT5_SIGNALING	HALLMARK_IL2_STAT5_SIGNALING		199	0.3097096	1.264998	0.054409005	0.0885598	0.882	2142	tags=23%, list=11%, signal=26%	
HALLMARK_KRAS_SIGNALING_UP	HALLMARK_KRAS_SIGNALING_UP		198	0.29682893	1.2237298	0.084078714	0.11818978	0.967	1146	tags=15%, list=6%, signal=15%	
HALLMARK_INTERFERON_ALPHA_RESPONSE	HALLMARK_INTERFERON_ALPHA_RESPONSE		93	0.32897902	1.2201341	0.14312977	0.11742495	0.968	3203	tags=40%, list=16%, signal=47%	
