NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_TNFA_SIGNALING_VIA_NFKB	Details ...	196	-0.69991714	-3.4219377	0.0	0.0	0.0	2749	tags=64%, list=14%, signal=74%	
HALLMARK_INTERFERON_ALPHA_RESPONSE	HALLMARK_INTERFERON_ALPHA_RESPONSE	Details ...	93	-0.58154815	-2.5080566	0.0	0.0	0.0	2597	tags=52%, list=13%, signal=59%	
HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	Details ...	187	-0.5793689	-2.4745994	0.0	0.0	0.0	2597	tags=50%, list=13%, signal=57%	
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	Details ...	193	-0.53158516	-2.4022396	0.0	0.0	0.0	3508	tags=47%, list=18%, signal=57%	
HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	Details ...	197	-0.55110586	-2.3627114	0.0	0.0	0.0	3312	tags=45%, list=17%, signal=53%	
HALLMARK_P53_PATHWAY	HALLMARK_P53_PATHWAY	Details ...	198	-0.4508878	-2.2421691	0.0	0.0	0.0	2386	tags=40%, list=12%, signal=45%	
HALLMARK_HYPOXIA	HALLMARK_HYPOXIA	Details ...	198	-0.47221482	-2.1542177	0.0	0.0	0.0	2854	tags=44%, list=14%, signal=51%	
HALLMARK_IL2_STAT5_SIGNALING	HALLMARK_IL2_STAT5_SIGNALING	Details ...	199	-0.45957136	-2.113213	0.0	0.0	0.0	3169	tags=41%, list=16%, signal=48%	
HALLMARK_IL6_JAK_STAT3_SIGNALING	HALLMARK_IL6_JAK_STAT3_SIGNALING	Details ...	85	-0.5048524	-2.0086467	0.0	0.0	0.0	2183	tags=38%, list=11%, signal=42%	
HALLMARK_APICAL_JUNCTION	HALLMARK_APICAL_JUNCTION	Details ...	199	-0.42102104	-1.9412419	0.0	0.0013519223	0.001	2638	tags=32%, list=13%, signal=36%	
HALLMARK_KRAS_SIGNALING_UP	HALLMARK_KRAS_SIGNALING_UP	Details ...	198	-0.39108756	-1.8923436	0.0	0.0012290203	0.001	2736	tags=33%, list=14%, signal=38%	
HALLMARK_MYOGENESIS	HALLMARK_MYOGENESIS	Details ...	199	-0.39650944	-1.8687955	0.0	0.001126602	0.001	2883	tags=30%, list=15%, signal=34%	
HALLMARK_ANGIOGENESIS	HALLMARK_ANGIOGENESIS	Details ...	36	-0.52418995	-1.8668861	0.0	0.0010399402	0.001	3432	tags=36%, list=17%, signal=44%	
HALLMARK_ESTROGEN_RESPONSE_EARLY	HALLMARK_ESTROGEN_RESPONSE_EARLY	Details ...	197	-0.39685926	-1.7865593	0.0	9.6565875E-4	0.001	3231	tags=43%, list=16%, signal=51%	
HALLMARK_APOPTOSIS	HALLMARK_APOPTOSIS	Details ...	160	-0.40724567	-1.7535782	0.0	0.0049570487	0.003	3293	tags=46%, list=17%, signal=54%	
HALLMARK_HEDGEHOG_SIGNALING	HALLMARK_HEDGEHOG_SIGNALING	Details ...	36	-0.5065418	-1.7405994	0.0	0.004647233	0.003	2676	tags=39%, list=13%, signal=45%	
HALLMARK_CHOLESTEROL_HOMEOSTASIS	HALLMARK_CHOLESTEROL_HOMEOSTASIS	Details ...	71	-0.433377	-1.7229359	0.0	0.0043738666	0.003	3006	tags=37%, list=15%, signal=43%	
HALLMARK_COMPLEMENT	HALLMARK_COMPLEMENT	Details ...	185	-0.37710947	-1.7148056	0.0	0.004130874	0.003	3056	tags=33%, list=15%, signal=39%	
HALLMARK_ALLOGRAFT_REJECTION	HALLMARK_ALLOGRAFT_REJECTION	Details ...	190	-0.35392645	-1.6273031	0.0	0.006048073	0.004	3108	tags=30%, list=16%, signal=35%	
HALLMARK_TGF_BETA_SIGNALING	HALLMARK_TGF_BETA_SIGNALING	Details ...	53	-0.41854006	-1.6052574	0.0	0.008449513	0.006	2815	tags=42%, list=14%, signal=48%	
HALLMARK_UV_RESPONSE_DN	HALLMARK_UV_RESPONSE_DN		144	-0.34843358	-1.5525889	0.0	0.01223168	0.011	3522	tags=35%, list=18%, signal=43%	
HALLMARK_ANDROGEN_RESPONSE	HALLMARK_ANDROGEN_RESPONSE		95	-0.35155118	-1.5289843	0.0	0.014440989	0.013	1812	tags=31%, list=9%, signal=33%	
HALLMARK_APICAL_SURFACE	HALLMARK_APICAL_SURFACE		44	-0.42041188	-1.5276731	0.019607844	0.01381312	0.013	3141	tags=32%, list=16%, signal=38%	
