NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_TNFA_SIGNALING_VIA_NFKB	Details ...	196	-0.57303894	-2.448406	0.0	0.0	0.0	2202	tags=49%, list=11%, signal=55%	
HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	Details ...	187	-0.5779077	-2.4394844	0.0	0.0	0.0	2008	tags=39%, list=10%, signal=43%	
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	Details ...	193	-0.53675914	-2.281397	0.0	0.0	0.0	2981	tags=50%, list=15%, signal=59%	
HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	Details ...	197	-0.5240548	-2.217706	0.0	0.0	0.0	2862	tags=43%, list=14%, signal=50%	
HALLMARK_COAGULATION	HALLMARK_COAGULATION	Details ...	133	-0.53843623	-2.1848533	0.0	0.0	0.0	3172	tags=46%, list=16%, signal=54%	
HALLMARK_INTERFERON_ALPHA_RESPONSE	HALLMARK_INTERFERON_ALPHA_RESPONSE	Details ...	93	-0.5211359	-2.0215726	0.0	5.1515154E-4	0.001	1957	tags=39%, list=10%, signal=43%	
HALLMARK_ALLOGRAFT_REJECTION	HALLMARK_ALLOGRAFT_REJECTION	Details ...	190	-0.46819443	-1.9948289	0.0	4.4155846E-4	0.001	2915	tags=38%, list=15%, signal=45%	
HALLMARK_ANGIOGENESIS	HALLMARK_ANGIOGENESIS	Details ...	36	-0.59674406	-1.9346944	0.0	3.8636365E-4	0.001	2525	tags=44%, list=13%, signal=51%	
HALLMARK_IL6_JAK_STAT3_SIGNALING	HALLMARK_IL6_JAK_STAT3_SIGNALING	Details ...	85	-0.51091665	-1.9300163	0.0	3.4343434E-4	0.001	2787	tags=44%, list=14%, signal=50%	
HALLMARK_IL2_STAT5_SIGNALING	HALLMARK_IL2_STAT5_SIGNALING	Details ...	199	-0.42257738	-1.8034257	0.0	0.0019760353	0.006	2612	tags=40%, list=13%, signal=45%	
HALLMARK_P53_PATHWAY	HALLMARK_P53_PATHWAY	Details ...	198	-0.3899612	-1.6770161	0.0	0.006766027	0.023	2016	tags=29%, list=10%, signal=32%	
HALLMARK_COMPLEMENT	HALLMARK_COMPLEMENT	Details ...	185	-0.38700852	-1.6261902	0.0	0.008578799	0.034	3172	tags=37%, list=16%, signal=43%	
HALLMARK_KRAS_SIGNALING_UP	HALLMARK_KRAS_SIGNALING_UP	Details ...	198	-0.37672195	-1.5949199	0.0	0.012061388	0.05	2984	tags=39%, list=15%, signal=46%	
HALLMARK_APOPTOSIS	HALLMARK_APOPTOSIS	Details ...	160	-0.36024216	-1.4864646	0.0045045046	0.028330293	0.128	2586	tags=34%, list=13%, signal=39%	
HALLMARK_MYOGENESIS	HALLMARK_MYOGENESIS	Details ...	199	-0.34789267	-1.4741598	0.005181347	0.0282243	0.134	3459	tags=36%, list=17%, signal=43%	
HALLMARK_TGF_BETA_SIGNALING	HALLMARK_TGF_BETA_SIGNALING	Details ...	53	-0.41720232	-1.457781	0.025236594	0.029872896	0.153	1680	tags=28%, list=8%, signal=31%	
HALLMARK_HYPOXIA	HALLMARK_HYPOXIA	Details ...	198	-0.33058262	-1.3989424	0.0	0.04642703	0.24	2990	tags=35%, list=15%, signal=41%	
HALLMARK_UV_RESPONSE_UP	HALLMARK_UV_RESPONSE_UP	Details ...	156	-0.33705965	-1.3847476	0.014218009	0.048665263	0.265	2923	tags=29%, list=15%, signal=34%	
HALLMARK_MYC_TARGETS_V2	HALLMARK_MYC_TARGETS_V2	Details ...	58	-0.38987398	-1.3807312	0.057228915	0.047882028	0.272	5649	tags=47%, list=28%, signal=65%	
HALLMARK_WNT_BETA_CATENIN_SIGNALING	HALLMARK_WNT_BETA_CATENIN_SIGNALING	Details ...	42	-0.42004168	-1.3806158	0.03809524	0.045487925	0.272	3379	tags=36%, list=17%, signal=43%	
HALLMARK_NOTCH_SIGNALING	HALLMARK_NOTCH_SIGNALING		32	-0.44817442	-1.3733382	0.08262108	0.045907035	0.283	3168	tags=50%, list=16%, signal=59%	
HALLMARK_PANCREAS_BETA_CELLS	HALLMARK_PANCREAS_BETA_CELLS		39	-0.4064498	-1.3517934	0.08656716	0.052021746	0.321	2840	tags=36%, list=14%, signal=42%	
HALLMARK_XENOBIOTIC_METABOLISM	HALLMARK_XENOBIOTIC_METABOLISM		195	-0.31688884	-1.3375949	0.009615385	0.05609899	0.345	3438	tags=35%, list=17%, signal=42%	
HALLMARK_APICAL_SURFACE	HALLMARK_APICAL_SURFACE		44	-0.39550617	-1.3231583	0.09144543	0.060092054	0.385	4246	tags=50%, list=21%, signal=63%	
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY		48	-0.37493277	-1.2829926	0.10055866	0.08212496	0.513	1528	tags=29%, list=8%, signal=32%	
HALLMARK_ESTROGEN_RESPONSE_EARLY	HALLMARK_ESTROGEN_RESPONSE_EARLY		197	-0.29914126	-1.2826478	0.023391813	0.07912977	0.514	1936	tags=26%, list=10%, signal=28%	
HALLMARK_CHOLESTEROL_HOMEOSTASIS	HALLMARK_CHOLESTEROL_HOMEOSTASIS		71	-0.34720796	-1.2655069	0.08143322	0.08697805	0.557	2188	tags=31%, list=11%, signal=35%	
HALLMARK_MTORC1_SIGNALING	HALLMARK_MTORC1_SIGNALING		196	-0.29598072	-1.2557734	0.04117647	0.09032289	0.587	3178	tags=31%, list=16%, signal=37%	
HALLMARK_ANDROGEN_RESPONSE	HALLMARK_ANDROGEN_RESPONSE		95	-0.32403213	-1.251616	0.073076926	0.09019928	0.601	1519	tags=28%, list=8%, signal=31%	
HALLMARK_APICAL_JUNCTION	HALLMARK_APICAL_JUNCTION		199	-0.28123394	-1.1897322	0.10119048	0.13749166	0.771	2349	tags=25%, list=12%, signal=28%	
HALLMARK_E2F_TARGETS	HALLMARK_E2F_TARGETS		199	-0.27224505	-1.1574519	0.09424084	0.1692553	0.85	3975	tags=36%, list=20%, signal=44%	
HALLMARK_KRAS_SIGNALING_DN	HALLMARK_KRAS_SIGNALING_DN		193	-0.26713565	-1.1417694	0.13333334	0.18358542	0.877	4708	tags=39%, list=24%, signal=50%	
HALLMARK_UV_RESPONSE_DN	HALLMARK_UV_RESPONSE_DN		144	-0.2801241	-1.141385	0.16336633	0.17830478	0.877	1866	tags=24%, list=9%, signal=26%	
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	HALLMARK_UNFOLDED_PROTEIN_RESPONSE		110	-0.26983485	-1.0663123	0.3127572	0.2940622	0.978	4279	tags=27%, list=22%, signal=35%	
