NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_INTERFERON_ALPHA_RESPONSE	HALLMARK_INTERFERON_ALPHA_RESPONSE	Details ...	93	0.61906296	1.7605293	0.0	0.0046275523	0.007	2353	tags=42%, list=12%, signal=47%	
HALLMARK_SPERMATOGENESIS	HALLMARK_SPERMATOGENESIS	Details ...	130	0.5230247	1.5111846	0.0030800821	0.084816664	0.229	2304	tags=19%, list=12%, signal=22%	
HALLMARK_ESTROGEN_RESPONSE_EARLY	HALLMARK_ESTROGEN_RESPONSE_EARLY	Details ...	197	0.42670053	1.2623999	0.055499494	0.9487121	0.989	3930	tags=35%, list=20%, signal=43%	
HALLMARK_UV_RESPONSE_DN	HALLMARK_UV_RESPONSE_DN	Details ...	144	0.43467286	1.261701	0.07267144	0.7174301	0.989	3503	tags=30%, list=18%, signal=36%	
HALLMARK_TGF_BETA_SIGNALING	HALLMARK_TGF_BETA_SIGNALING	Details ...	53	0.46980673	1.242781	0.17545871	0.6776075	0.996	4214	tags=45%, list=21%, signal=57%	
HALLMARK_HYPOXIA	HALLMARK_HYPOXIA	Details ...	198	0.4171022	1.2327882	0.079878666	0.6113405	0.996	3113	tags=28%, list=16%, signal=33%	
HALLMARK_CHOLESTEROL_HOMEOSTASIS	HALLMARK_CHOLESTEROL_HOMEOSTASIS	Details ...	71	0.44068697	1.2310106	0.16830601	0.5313863	0.997	2460	tags=28%, list=12%, signal=32%	
HALLMARK_BILE_ACID_METABOLISM	HALLMARK_BILE_ACID_METABOLISM	Details ...	111	0.42198494	1.2065997	0.16091955	0.5717875	0.999	3833	tags=27%, list=19%, signal=33%	
HALLMARK_MITOTIC_SPINDLE	HALLMARK_MITOTIC_SPINDLE	Details ...	199	0.3986047	1.1760079	0.14256825	0.6507726	1.0	4271	tags=32%, list=21%, signal=40%	
HALLMARK_FATTY_ACID_METABOLISM	HALLMARK_FATTY_ACID_METABOLISM	Details ...	152	0.40051436	1.1683674	0.18640576	0.6204589	1.0	3650	tags=29%, list=18%, signal=35%	
HALLMARK_ANDROGEN_RESPONSE	HALLMARK_ANDROGEN_RESPONSE	Details ...	95	0.41364262	1.1646923	0.22563559	0.5803389	1.0	2678	tags=24%, list=13%, signal=28%	
HALLMARK_PEROXISOME	HALLMARK_PEROXISOME	Details ...	102	0.40469292	1.1461238	0.26963907	0.6111801	1.0	3655	tags=31%, list=18%, signal=38%	
HALLMARK_HEME_METABOLISM	HALLMARK_HEME_METABOLISM	Details ...	187	0.3881378	1.1335443	0.23582996	0.61324185	1.0	3543	tags=31%, list=18%, signal=37%	
HALLMARK_ESTROGEN_RESPONSE_LATE	HALLMARK_ESTROGEN_RESPONSE_LATE	Details ...	194	0.38068345	1.119479	0.22030456	0.6217958	1.0	3700	tags=27%, list=19%, signal=33%	
HALLMARK_P53_PATHWAY	HALLMARK_P53_PATHWAY	Details ...	198	0.3737118	1.1112818	0.27401415	0.6093673	1.0	3631	tags=32%, list=18%, signal=39%	
