NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_OXIDATIVE_PHOSPHORYLATION	HALLMARK_OXIDATIVE_PHOSPHORYLATION	Details ...	193	-0.78156936	-2.6853132	0.0	0.0	0.0	1883	tags=61%, list=9%, signal=67%	
HALLMARK_MYC_TARGETS_V1	HALLMARK_MYC_TARGETS_V1	Details ...	192	-0.74945134	-2.5660648	0.0	0.0	0.0	2564	tags=60%, list=13%, signal=68%	
HALLMARK_DNA_REPAIR	HALLMARK_DNA_REPAIR	Details ...	148	-0.6395049	-2.1862652	0.0	0.0	0.0	2992	tags=42%, list=15%, signal=49%	
HALLMARK_MYC_TARGETS_V2	HALLMARK_MYC_TARGETS_V2	Details ...	58	-0.66803855	-2.0237486	0.0	1.6489362E-4	0.001	3777	tags=59%, list=19%, signal=72%	
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	Details ...	48	-0.66297644	-1.9643211	0.0	1.319149E-4	0.001	3542	tags=54%, list=18%, signal=66%	
HALLMARK_E2F_TARGETS	HALLMARK_E2F_TARGETS	Details ...	199	-0.5688254	-1.9540709	0.0	1.0992908E-4	0.001	5008	tags=55%, list=25%, signal=73%	
HALLMARK_ALLOGRAFT_REJECTION	HALLMARK_ALLOGRAFT_REJECTION	Details ...	190	-0.51567733	-1.7809902	0.0	4.8652967E-4	0.005	4034	tags=35%, list=20%, signal=43%	
HALLMARK_FATTY_ACID_METABOLISM	HALLMARK_FATTY_ACID_METABOLISM	Details ...	152	-0.52448434	-1.7675374	0.0	5.8552425E-4	0.007	3417	tags=39%, list=17%, signal=47%	
HALLMARK_ADIPOGENESIS	HALLMARK_ADIPOGENESIS	Details ...	199	-0.49480072	-1.7247247	0.0	0.0010406742	0.014	3870	tags=43%, list=19%, signal=53%	
HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	Details ...	187	-0.48558405	-1.6866333	0.0	0.001958056	0.029	4062	tags=39%, list=20%, signal=49%	
HALLMARK_INTERFERON_ALPHA_RESPONSE	HALLMARK_INTERFERON_ALPHA_RESPONSE	Details ...	93	-0.51954955	-1.6780703	0.0	0.0019625993	0.032	4215	tags=44%, list=21%, signal=56%	
HALLMARK_MTORC1_SIGNALING	HALLMARK_MTORC1_SIGNALING	Details ...	196	-0.46556377	-1.6178842	0.0	0.0037160465	0.065	3582	tags=42%, list=18%, signal=51%	
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	Details ...	110	-0.47859132	-1.5811	0.00110011	0.0055887834	0.104	3753	tags=39%, list=19%, signal=48%	
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	Details ...	193	-0.43611008	-1.508055	0.0020703934	0.01329787	0.248	4609	tags=41%, list=23%, signal=53%	
