NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_INTERFERON_ALPHA_RESPONSE	HALLMARK_INTERFERON_ALPHA_RESPONSE	Details ...	93	0.7566707	2.8392227	0.0	0.0	0.0	1615	tags=61%, list=8%, signal=66%	
HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	Details ...	187	0.5572618	2.3055983	0.0	0.0	0.0	1642	tags=39%, list=8%, signal=42%	
HALLMARK_HYPOXIA	HALLMARK_HYPOXIA	Details ...	198	0.51645505	2.1319914	0.0	0.0	0.0	3133	tags=37%, list=16%, signal=44%	
HALLMARK_CHOLESTEROL_HOMEOSTASIS	HALLMARK_CHOLESTEROL_HOMEOSTASIS	Details ...	71	0.579742	2.1020076	0.0	0.0	0.0	2339	tags=37%, list=12%, signal=41%	
HALLMARK_ESTROGEN_RESPONSE_EARLY	HALLMARK_ESTROGEN_RESPONSE_EARLY	Details ...	197	0.50339645	2.0956705	0.0	0.0	0.0	2181	tags=32%, list=11%, signal=36%	
HALLMARK_APOPTOSIS	HALLMARK_APOPTOSIS	Details ...	160	0.5081213	2.0618455	0.0	0.0	0.0	1350	tags=26%, list=7%, signal=27%	
HALLMARK_ESTROGEN_RESPONSE_LATE	HALLMARK_ESTROGEN_RESPONSE_LATE	Details ...	194	0.48442706	2.021312	0.0	0.0	0.0	1670	tags=26%, list=8%, signal=28%	
HALLMARK_PROTEIN_SECRETION	HALLMARK_PROTEIN_SECRETION	Details ...	94	0.52661157	1.942782	0.0	0.0	0.0	2307	tags=29%, list=12%, signal=32%	
HALLMARK_TGF_BETA_SIGNALING	HALLMARK_TGF_BETA_SIGNALING	Details ...	53	0.56254244	1.8854893	0.0	1.7333333E-4	0.001	1835	tags=42%, list=9%, signal=46%	
HALLMARK_P53_PATHWAY	HALLMARK_P53_PATHWAY	Details ...	198	0.44967067	1.8756025	0.0	1.5599998E-4	0.001	2751	tags=32%, list=14%, signal=37%	
HALLMARK_COAGULATION	HALLMARK_COAGULATION	Details ...	133	0.46646604	1.851049	0.0	3.9131314E-4	0.003	2255	tags=29%, list=11%, signal=32%	
HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_TNFA_SIGNALING_VIA_NFKB	Details ...	196	0.4471325	1.8331091	0.0	7.1452267E-4	0.006	1748	tags=34%, list=9%, signal=37%	
HALLMARK_UV_RESPONSE_DN	HALLMARK_UV_RESPONSE_DN	Details ...	144	0.45253754	1.8063897	0.0	7.899941E-4	0.007	3442	tags=38%, list=17%, signal=46%	
HALLMARK_GLYCOLYSIS	HALLMARK_GLYCOLYSIS	Details ...	200	0.42421195	1.7602447	0.0	0.0017959257	0.017	3133	tags=34%, list=16%, signal=39%	
HALLMARK_UV_RESPONSE_UP	HALLMARK_UV_RESPONSE_UP	Details ...	156	0.4231925	1.7134701	0.0	0.002879949	0.029	3036	tags=34%, list=15%, signal=40%	
HALLMARK_ANDROGEN_RESPONSE	HALLMARK_ANDROGEN_RESPONSE	Details ...	95	0.45758837	1.6996953	0.0	0.0031084546	0.032	2500	tags=34%, list=13%, signal=38%	
HALLMARK_COMPLEMENT	HALLMARK_COMPLEMENT	Details ...	185	0.39886966	1.6495459	0.0	0.004520447	0.048	1841	tags=24%, list=9%, signal=26%	
HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	Details ...	197	0.38428456	1.5972115	0.0	0.006958696	0.078	1903	tags=21%, list=10%, signal=23%	
HALLMARK_XENOBIOTIC_METABOLISM	HALLMARK_XENOBIOTIC_METABOLISM	Details ...	195	0.3789234	1.569794	0.0	0.010093463	0.117	2245	tags=25%, list=11%, signal=28%	
HALLMARK_APICAL_SURFACE	HALLMARK_APICAL_SURFACE	Details ...	44	0.48182446	1.5521057	0.018292682	0.011193978	0.135	2361	tags=30%, list=12%, signal=33%	
HALLMARK_NOTCH_SIGNALING	HALLMARK_NOTCH_SIGNALING		32	0.5041757	1.5374436	0.033542976	0.012369112	0.156	3729	tags=53%, list=19%, signal=65%	
HALLMARK_IL2_STAT5_SIGNALING	HALLMARK_IL2_STAT5_SIGNALING		199	0.37183008	1.5373073	0.003937008	0.011880744	0.157	1511	tags=23%, list=8%, signal=24%	
HALLMARK_IL6_JAK_STAT3_SIGNALING	HALLMARK_IL6_JAK_STAT3_SIGNALING		85	0.40361288	1.5166134	0.012024048	0.014628831	0.199	1773	tags=26%, list=9%, signal=28%	
HALLMARK_FATTY_ACID_METABOLISM	HALLMARK_FATTY_ACID_METABOLISM		152	0.35333878	1.4129753	0.017475728	0.03929572	0.46	2158	tags=25%, list=11%, signal=28%	
HALLMARK_HEME_METABOLISM	HALLMARK_HEME_METABOLISM		187	0.33172283	1.3510083	0.02389706	0.064013466	0.653	2019	tags=21%, list=10%, signal=23%	
HALLMARK_KRAS_SIGNALING_UP	HALLMARK_KRAS_SIGNALING_UP		198	0.32210106	1.3425713	0.032319393	0.06588632	0.675	1311	tags=18%, list=7%, signal=19%	
HALLMARK_APICAL_JUNCTION	HALLMARK_APICAL_JUNCTION		199	0.31919044	1.3232182	0.032319393	0.07453992	0.726	2538	tags=28%, list=13%, signal=31%	
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION		193	0.31982517	1.322182	0.03515625	0.072527334	0.727	1634	tags=20%, list=8%, signal=21%	
HALLMARK_ANGIOGENESIS	HALLMARK_ANGIOGENESIS		36	0.42262992	1.3165766	0.10615711	0.07391717	0.751	1634	tags=19%, list=8%, signal=21%	
HALLMARK_PI3K_AKT_MTOR_SIGNALING	HALLMARK_PI3K_AKT_MTOR_SIGNALING		105	0.31611797	1.2299534	0.105367795	0.14056854	0.95	2387	tags=22%, list=12%, signal=25%	
HALLMARK_ADIPOGENESIS	HALLMARK_ADIPOGENESIS		199	0.29123166	1.2147093	0.09461967	0.15263322	0.965	2185	tags=22%, list=11%, signal=24%	
HALLMARK_PEROXISOME	HALLMARK_PEROXISOME		102	0.3195726	1.1966618	0.13450292	0.16685075	0.976	3097	tags=30%, list=16%, signal=36%	
HALLMARK_MTORC1_SIGNALING	HALLMARK_MTORC1_SIGNALING		196	0.279939	1.1507885	0.1663443	0.22151813	0.993	2707	tags=21%, list=14%, signal=25%	
HALLMARK_MITOTIC_SPINDLE	HALLMARK_MITOTIC_SPINDLE		199	0.27335808	1.1400799	0.17009346	0.230873	0.994	1787	tags=16%, list=9%, signal=17%	
HALLMARK_OXIDATIVE_PHOSPHORYLATION	HALLMARK_OXIDATIVE_PHOSPHORYLATION		193	0.2613453	1.0775967	0.30285713	0.32861096	0.998	3292	tags=26%, list=17%, signal=31%	
HALLMARK_WNT_BETA_CATENIN_SIGNALING	HALLMARK_WNT_BETA_CATENIN_SIGNALING		42	0.33360723	1.077139	0.3446215	0.32050782	0.998	3894	tags=48%, list=20%, signal=59%	
HALLMARK_DNA_REPAIR	HALLMARK_DNA_REPAIR		148	0.24336609	0.9613023	0.5411985	0.56751907	1.0	2782	tags=20%, list=14%, signal=23%	
HALLMARK_KRAS_SIGNALING_DN	HALLMARK_KRAS_SIGNALING_DN		193	0.23350191	0.956887	0.5719697	0.5622168	1.0	1727	tags=13%, list=9%, signal=14%	
HALLMARK_BILE_ACID_METABOLISM	HALLMARK_BILE_ACID_METABOLISM		111	0.2435462	0.9299248	0.60515875	0.6149743	1.0	2744	tags=21%, list=14%, signal=24%	
