NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_E2F_TARGETS	HALLMARK_E2F_TARGETS	Details ...	199	-0.44531438	-1.8826418	0.0	8.6574064E-4	0.002	4926	tags=41%, list=25%, signal=54%	
HALLMARK_ALLOGRAFT_REJECTION	HALLMARK_ALLOGRAFT_REJECTION	Details ...	190	-0.37709594	-1.5926528	0.0	0.01747454	0.077	2616	tags=26%, list=13%, signal=30%	
HALLMARK_PANCREAS_BETA_CELLS	HALLMARK_PANCREAS_BETA_CELLS	Details ...	39	-0.48694578	-1.5890101	0.020325202	0.011928908	0.079	4447	tags=46%, list=22%, signal=59%	
HALLMARK_G2M_CHECKPOINT	HALLMARK_G2M_CHECKPOINT	Details ...	195	-0.37472457	-1.5821142	0.0	0.009759348	0.085	5174	tags=43%, list=26%, signal=57%	
HALLMARK_MYC_TARGETS_V1	HALLMARK_MYC_TARGETS_V1	Details ...	192	-0.34129825	-1.4365894	0.012345679	0.034202136	0.319	4952	tags=32%, list=25%, signal=43%	
HALLMARK_MYC_TARGETS_V2	HALLMARK_MYC_TARGETS_V2	Details ...	58	-0.39328724	-1.3681313	0.07020873	0.056677755	0.535	3959	tags=29%, list=20%, signal=36%	
HALLMARK_MYOGENESIS	HALLMARK_MYOGENESIS	Details ...	199	-0.3151717	-1.3215106	0.021929825	0.07382308	0.686	3469	tags=33%, list=17%, signal=39%	
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	Details ...	48	-0.38408124	-1.2936753	0.10964083	0.081044406	0.769	890	tags=17%, list=4%, signal=17%	
HALLMARK_SPERMATOGENESIS	HALLMARK_SPERMATOGENESIS	Details ...	130	-0.2956543	-1.1894132	0.1329114	0.1626737	0.97	5062	tags=34%, list=25%, signal=45%	
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	Details ...	110	-0.25636667	-1.0145206	0.42239687	0.45877537	1.0	2545	tags=20%, list=13%, signal=23%	
HALLMARK_HEDGEHOG_SIGNALING	HALLMARK_HEDGEHOG_SIGNALING	Details ...	36	-0.30603433	-0.9726571	0.5096525	0.5198411	1.0	2131	tags=25%, list=11%, signal=28%	
