NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_PROTEIN_SECRETION	HALLMARK_PROTEIN_SECRETION	Details ...	94	0.59433293	2.009683	0.0	0.0	0.0	4424	tags=55%, list=22%, signal=71%	
HALLMARK_PANCREAS_BETA_CELLS	HALLMARK_PANCREAS_BETA_CELLS	Details ...	39	0.60682106	1.7843007	0.0	0.0018750762	0.007	1294	tags=26%, list=7%, signal=27%	
HALLMARK_HEDGEHOG_SIGNALING	HALLMARK_HEDGEHOG_SIGNALING	Details ...	36	0.57910293	1.6678995	0.00723589	0.0072934427	0.039	3229	tags=47%, list=16%, signal=56%	
HALLMARK_UV_RESPONSE_DN	HALLMARK_UV_RESPONSE_DN	Details ...	144	0.42463574	1.5250164	0.004608295	0.032440864	0.209	2442	tags=29%, list=12%, signal=33%	
HALLMARK_ANDROGEN_RESPONSE	HALLMARK_ANDROGEN_RESPONSE	Details ...	95	0.4219773	1.4274085	0.030037547	0.08094552	0.51	2790	tags=31%, list=14%, signal=35%	
HALLMARK_MITOTIC_SPINDLE	HALLMARK_MITOTIC_SPINDLE	Details ...	199	0.38553077	1.4129593	0.0069444445	0.078066394	0.563	3768	tags=34%, list=19%, signal=41%	
HALLMARK_TGF_BETA_SIGNALING	HALLMARK_TGF_BETA_SIGNALING	Details ...	53	0.45192385	1.3988944	0.05698779	0.077490576	0.616	4198	tags=42%, list=21%, signal=52%	
HALLMARK_ESTROGEN_RESPONSE_EARLY	HALLMARK_ESTROGEN_RESPONSE_EARLY	Details ...	197	0.37737486	1.3983395	0.013528748	0.06807989	0.616	3222	tags=30%, list=16%, signal=35%	
HALLMARK_ESTROGEN_RESPONSE_LATE	HALLMARK_ESTROGEN_RESPONSE_LATE	Details ...	194	0.37000123	1.3653864	0.019079685	0.08593417	0.755	2570	tags=25%, list=13%, signal=29%	
HALLMARK_UV_RESPONSE_UP	HALLMARK_UV_RESPONSE_UP	Details ...	156	0.34801337	1.2482222	0.08056872	0.22801846	0.987	1922	tags=19%, list=10%, signal=20%	
HALLMARK_HEME_METABOLISM	HALLMARK_HEME_METABOLISM	Details ...	187	0.33885947	1.2375005	0.096666664	0.22723821	0.991	4013	tags=29%, list=20%, signal=36%	
HALLMARK_CHOLESTEROL_HOMEOSTASIS	HALLMARK_CHOLESTEROL_HOMEOSTASIS	Details ...	71	0.37300202	1.2371924	0.15984148	0.20893925	0.991	3566	tags=34%, list=18%, signal=41%	
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	Details ...	110	0.34861872	1.2136377	0.14619164	0.23217098	0.994	4743	tags=38%, list=24%, signal=50%	
HALLMARK_HYPOXIA	HALLMARK_HYPOXIA	Details ...	198	0.3257666	1.2037559	0.1149033	0.23392585	0.995	1700	tags=17%, list=9%, signal=19%	
HALLMARK_MTORC1_SIGNALING	HALLMARK_MTORC1_SIGNALING	Details ...	196	0.31583428	1.1625998	0.18232661	0.29275742	1.0	2433	tags=19%, list=12%, signal=22%	
HALLMARK_XENOBIOTIC_METABOLISM	HALLMARK_XENOBIOTIC_METABOLISM	Details ...	195	0.29675648	1.0926039	0.28438228	0.42750606	1.0	2642	tags=21%, list=13%, signal=24%	
HALLMARK_APOPTOSIS	HALLMARK_APOPTOSIS	Details ...	160	0.28155515	1.0310395	0.40871614	0.5579164	1.0	3495	tags=27%, list=18%, signal=32%	
HALLMARK_DNA_REPAIR	HALLMARK_DNA_REPAIR	Details ...	148	0.2892064	1.0285108	0.41909197	0.53335834	1.0	4506	tags=28%, list=23%, signal=36%	
HALLMARK_KRAS_SIGNALING_UP	HALLMARK_KRAS_SIGNALING_UP	Details ...	198	0.2762712	1.0250671	0.42035398	0.51295793	1.0	1450	tags=12%, list=7%, signal=12%	
HALLMARK_SPERMATOGENESIS	HALLMARK_SPERMATOGENESIS	Details ...	130	0.27800512	0.98110116	0.5112426	0.58878136	1.0	3564	tags=20%, list=18%, signal=24%	
HALLMARK_PEROXISOME	HALLMARK_PEROXISOME		102	0.2829226	0.96936715	0.5210396	0.5874906	1.0	4449	tags=31%, list=22%, signal=40%	
HALLMARK_G2M_CHECKPOINT	HALLMARK_G2M_CHECKPOINT		195	0.26300305	0.95963067	0.5514124	0.582024	1.0	3745	tags=25%, list=19%, signal=31%	
HALLMARK_BILE_ACID_METABOLISM	HALLMARK_BILE_ACID_METABOLISM		111	0.25103307	0.87013155	0.73081607	0.739743	1.0	5730	tags=35%, list=29%, signal=49%	
