NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_ALLOGRAFT_REJECTION	HALLMARK_ALLOGRAFT_REJECTION	Details ...	190	-0.5696995	-2.5978665	0.0	0.0	0.0	3590	tags=46%, list=18%, signal=56%	
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	Details ...	193	-0.5635661	-2.5355828	0.0	0.0	0.0	2241	tags=44%, list=11%, signal=49%	
HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	Details ...	187	-0.55537516	-2.4992938	0.0	0.0	0.0	1949	tags=36%, list=10%, signal=39%	
HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	Details ...	197	-0.50634766	-2.2958398	0.0	0.0	0.0	2387	tags=37%, list=12%, signal=41%	
HALLMARK_INTERFERON_ALPHA_RESPONSE	HALLMARK_INTERFERON_ALPHA_RESPONSE	Details ...	93	-0.5344284	-2.183829	0.0	0.0	0.0	2205	tags=43%, list=11%, signal=48%	
HALLMARK_MYC_TARGETS_V1	HALLMARK_MYC_TARGETS_V1	Details ...	192	-0.4511446	-2.0247777	0.0	6.428572E-4	0.001	3410	tags=41%, list=17%, signal=49%	
HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_TNFA_SIGNALING_VIA_NFKB	Details ...	196	-0.43532106	-1.9783181	0.0	5.510205E-4	0.001	1870	tags=37%, list=9%, signal=41%	
HALLMARK_IL6_JAK_STAT3_SIGNALING	HALLMARK_IL6_JAK_STAT3_SIGNALING	Details ...	85	-0.49244204	-1.9696851	0.0	4.821429E-4	0.001	2527	tags=38%, list=13%, signal=43%	
HALLMARK_MYC_TARGETS_V2	HALLMARK_MYC_TARGETS_V2	Details ...	58	-0.5022844	-1.8913856	0.0	4.2857145E-4	0.001	3175	tags=36%, list=16%, signal=43%	
HALLMARK_P53_PATHWAY	HALLMARK_P53_PATHWAY	Details ...	198	-0.3882977	-1.7698592	0.0	0.002171621	0.006	1573	tags=26%, list=8%, signal=28%	
HALLMARK_E2F_TARGETS	HALLMARK_E2F_TARGETS	Details ...	199	-0.36543372	-1.6532406	0.0	0.00498875	0.018	2703	tags=30%, list=14%, signal=35%	
HALLMARK_MYOGENESIS	HALLMARK_MYOGENESIS	Details ...	199	-0.36630422	-1.6324517	0.0	0.0057823956	0.023	3253	tags=39%, list=16%, signal=46%	
HALLMARK_COAGULATION	HALLMARK_COAGULATION	Details ...	133	-0.35367653	-1.5100529	0.0056818184	0.018968668	0.076	2090	tags=27%, list=11%, signal=30%	
HALLMARK_IL2_STAT5_SIGNALING	HALLMARK_IL2_STAT5_SIGNALING	Details ...	199	-0.32881653	-1.4953283	0.0	0.019289736	0.084	2770	tags=32%, list=14%, signal=37%	
HALLMARK_APICAL_JUNCTION	HALLMARK_APICAL_JUNCTION	Details ...	199	-0.32130164	-1.4384723	0.0	0.028575355	0.131	2530	tags=28%, list=13%, signal=32%	
HALLMARK_COMPLEMENT	HALLMARK_COMPLEMENT	Details ...	185	-0.30918542	-1.3706279	0.0076923077	0.04702627	0.215	2264	tags=23%, list=11%, signal=26%	
HALLMARK_APICAL_SURFACE	HALLMARK_APICAL_SURFACE	Details ...	44	-0.38461807	-1.363751	0.056537103	0.047011185	0.229	2124	tags=32%, list=11%, signal=36%	
HALLMARK_KRAS_SIGNALING_DN	HALLMARK_KRAS_SIGNALING_DN	Details ...	193	-0.29573223	-1.3264138	0.027777778	0.060223628	0.295	3999	tags=34%, list=20%, signal=42%	
HALLMARK_NOTCH_SIGNALING	HALLMARK_NOTCH_SIGNALING	Details ...	32	-0.40881473	-1.3126957	0.11744966	0.06344574	0.319	3048	tags=38%, list=15%, signal=44%	
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	Details ...	48	-0.3604362	-1.3075881	0.05743243	0.063767426	0.334	2240	tags=29%, list=11%, signal=33%	
HALLMARK_ANGIOGENESIS	HALLMARK_ANGIOGENESIS		36	-0.34849638	-1.1993135	0.16831683	0.13555793	0.596	899	tags=19%, list=5%, signal=20%	
HALLMARK_ADIPOGENESIS	HALLMARK_ADIPOGENESIS		199	-0.26327068	-1.1991532	0.03773585	0.12966119	0.596	2317	tags=24%, list=12%, signal=26%	
HALLMARK_GLYCOLYSIS	HALLMARK_GLYCOLYSIS		200	-0.2596817	-1.1955192	0.06504065	0.12789936	0.606	2282	tags=23%, list=11%, signal=25%	
HALLMARK_WNT_BETA_CATENIN_SIGNALING	HALLMARK_WNT_BETA_CATENIN_SIGNALING		42	-0.29821283	-1.0387789	0.39114392	0.39714324	0.959	3048	tags=29%, list=15%, signal=34%	
HALLMARK_OXIDATIVE_PHOSPHORYLATION	HALLMARK_OXIDATIVE_PHOSPHORYLATION		193	-0.22647747	-1.0043652	0.4609375	0.4764414	0.983	2924	tags=19%, list=15%, signal=22%	
HALLMARK_PI3K_AKT_MTOR_SIGNALING	HALLMARK_PI3K_AKT_MTOR_SIGNALING		105	-0.24219432	-1.001995	0.460733	0.46496898	0.983	3639	tags=30%, list=18%, signal=36%	
HALLMARK_FATTY_ACID_METABOLISM	HALLMARK_FATTY_ACID_METABOLISM		152	-0.22392507	-0.97818285	0.5030303	0.5133444	0.989	2186	tags=16%, list=11%, signal=18%	
