NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_MITOTIC_SPINDLE	HALLMARK_MITOTIC_SPINDLE	Details ...	199	0.47274044	1.907713	0.0	6.6666666E-4	0.001	1961	tags=27%, list=10%, signal=30%	
HALLMARK_APICAL_JUNCTION	HALLMARK_APICAL_JUNCTION	Details ...	199	0.32040876	1.2884643	0.032163743	0.32609707	0.706	2194	tags=20%, list=11%, signal=22%	
HALLMARK_UV_RESPONSE_DN	HALLMARK_UV_RESPONSE_DN	Details ...	144	0.32920176	1.2843112	0.051630434	0.22559234	0.717	2516	tags=26%, list=13%, signal=30%	
HALLMARK_ESTROGEN_RESPONSE_EARLY	HALLMARK_ESTROGEN_RESPONSE_EARLY	Details ...	197	0.30685878	1.2429167	0.06376812	0.23210952	0.808	1805	tags=18%, list=9%, signal=20%	
HALLMARK_HEME_METABOLISM	HALLMARK_HEME_METABOLISM	Details ...	187	0.30883148	1.225034	0.087671235	0.21329151	0.86	2851	tags=26%, list=14%, signal=30%	
HALLMARK_PROTEIN_SECRETION	HALLMARK_PROTEIN_SECRETION	Details ...	94	0.3391237	1.2231877	0.14393939	0.18010144	0.861	1886	tags=26%, list=9%, signal=28%	
HALLMARK_HEDGEHOG_SIGNALING	HALLMARK_HEDGEHOG_SIGNALING	Details ...	36	0.37891003	1.1168295	0.2961039	0.31977487	0.985	1930	tags=22%, list=10%, signal=25%	
HALLMARK_ESTROGEN_RESPONSE_LATE	HALLMARK_ESTROGEN_RESPONSE_LATE	Details ...	194	0.27506202	1.1149187	0.20178041	0.28350812	0.987	2388	tags=19%, list=12%, signal=21%	
HALLMARK_BILE_ACID_METABOLISM	HALLMARK_BILE_ACID_METABOLISM	Details ...	111	0.24503346	0.9011273	0.68245125	0.7773652	1.0	2269	tags=17%, list=11%, signal=19%	
HALLMARK_KRAS_SIGNALING_DN	HALLMARK_KRAS_SIGNALING_DN	Details ...	193	0.19943337	0.80349034	0.9254144	0.89693224	1.0	3075	tags=18%, list=15%, signal=21%	
